"tradingdate","close","open","high","low","volumn","pctchange"
2019-08-06 00:00:00.000,964.61,960.29,966.15,958.39,210.93,-0.88
2019-08-05 00:00:00.000,973.15,988.6,988.99,973.15,195.93,-1.81
2019-08-02 00:00:00.000,991.1,987.55,991.39,985.69,186.79,-0.63
2019-08-01 00:00:00.000,997.39,993.25,997.39,990.88,222.66,0.58
2019-07-31 00:00:00.000,991.66,986.0,993.4,982.64,172.88,0.57
2019-07-30 00:00:00.000,986.02,1001.46,1002.77,986.02,154.32,-1.19
2019-07-29 00:00:00.000,997.94,994.23,997.94,988.29,147.83,0.46
2019-07-26 00:00:00.000,993.35,994.8,998.52,992.97,152.41,-0.16
2019-07-25 00:00:00.000,994.95,986.85,997.49,986.85,171.79,0.66
2019-07-24 00:00:00.000,988.41,993.01,994.85,986.34,169.64,-0.11
2019-07-23 00:00:00.000,989.46,981.38,990.45,980.22,184.83,0.76
2019-07-22 00:00:00.000,982.04,981.17,985.13,980.08,164.37,-0.03
2019-07-19 00:00:00.000,982.34,978.12,986.12,978.12,170.27,0.64
2019-07-18 00:00:00.000,976.05,979.16,979.49,975.01,139.85,-0.66
2019-07-17 00:00:00.000,982.57,981.49,985.59,979.05,170.02,0.05
2019-07-16 00:00:00.000,982.11,975.05,982.11,975.05,174.67,0.99
2019-07-15 00:00:00.000,972.53,975.57,975.66,970.93,150.55,-0.29
2019-07-12 00:00:00.000,975.4,980.11,982.1,974.32,157.31,-0.33
2019-07-11 00:00:00.000,978.63,976.95,980.02,975.03,161.66,0.51
2019-07-10 00:00:00.000,973.65,971.19,974.96,971.19,154.56,0.47
2019-07-09 00:00:00.000,969.05,965.24,969.05,963.05,169.48,0.28
2019-07-08 00:00:00.000,966.35,972.83,972.83,963.84,165.88,-0.92
2019-07-05 00:00:00.000,975.34,973.04,975.34,970.16,137.92,0.24
2019-07-04 00:00:00.000,973.04,961.78,973.04,961.65,189.9,1.32
2019-07-03 00:00:00.000,960.39,960.44,961.67,956.91,136.59,-0.17
2019-07-02 00:00:00.000,961.98,964.77,966.76,959.8,138.22,-0.38
2019-07-01 00:00:00.000,965.61,958.92,965.61,957.66,166.45,1.65
2019-06-28 00:00:00.000,949.94,944.53,949.94,939.12,182.63,0.72
2019-06-27 00:00:00.000,943.11,959.48,959.48,943.11,159.03,-1.67
2019-06-26 00:00:00.000,959.13,960.13,962.7,958.38,252.32,-0.1
2019-06-25 00:00:00.000,960.13,961.19,963.23,960.06,164.35,-0.28
2019-06-24 00:00:00.000,962.85,960.29,967.11,959.8,150.3,0.38
2019-06-21 00:00:00.000,959.2,962.69,964.52,959.12,206.14,0.0
2019-06-20 00:00:00.000,959.18,949.48,962.33,948.97,185.49,1.0
2019-06-19 00:00:00.000,949.69,948.92,950.04,946.83,147.36,0.6
2019-06-18 00:00:00.000,944.01,945.73,947.3,938.95,166.94,-0.31
2019-06-17 00:00:00.000,946.95,953.97,955.18,944.47,174.37,-0.7
2019-06-14 00:00:00.000,953.61,948.65,954.7,948.65,155.88,0.37
2019-06-13 00:00:00.000,950.08,951.26,952.06,946.29,142.81,-0.43
2019-06-12 00:00:00.000,954.17,960.6,960.6,953.83,138.11,-0.82
2019-06-11 00:00:00.000,962.07,962.43,964.81,959.98,136.38,-0.09
2019-06-10 00:00:00.000,962.9,963.78,966.9,958.6,154.9,0.48
2019-06-07 00:00:00.000,958.28,951.64,958.28,950.94,148.04,1.06
2019-06-06 00:00:00.000,948.21,951.41,951.41,939.35,125.9,-0.34
2019-06-05 00:00:00.000,951.41,955.8,958.39,951.39,131.58,0.03
2019-06-04 00:00:00.000,951.16,945.62,951.42,943.21,162.4,0.5
2019-06-03 00:00:00.000,946.47,953.58,955.78,940.28,184.66,-1.4
2019-05-31 00:00:00.000,959.88,968.53,969.94,959.88,136.53,-0.98
2019-05-30 00:00:00.000,969.34,971.01,974.56,967.21,159.99,-0.23
2019-05-29 00:00:00.000,971.54,973.31,974.96,969.55,145.31,-0.05
2019-05-28 00:00:00.000,972.0,977.02,978.8,969.51,148.99,-0.32
2019-05-27 00:00:00.000,975.14,970.73,975.4,970.41,138.47,0.53
2019-05-24 00:00:00.000,970.03,976.59,983.14,970.03,168.34,-1.29
2019-05-23 00:00:00.000,982.71,982.0,984.57,977.17,160.09,-0.11
2019-05-22 00:00:00.000,983.78,986.66,992.26,982.68,174.96,-0.25
2019-05-21 00:00:00.000,986.29,989.67,992.84,986.07,206.56,-0.09
2019-05-20 00:00:00.000,987.13,975.95,987.13,974.47,153.16,1.09
2019-05-17 00:00:00.000,976.48,977.85,980.04,974.91,135.09,0.08
2019-05-16 00:00:00.000,975.69,976.96,981.22,975.69,170.22,0.01
2019-05-15 00:00:00.000,975.64,967.95,977.65,967.95,188.85,1.07
2019-05-14 00:00:00.000,965.34,952.13,965.34,952.13,158.18,0.71
2019-05-13 00:00:00.000,958.54,952.11,958.54,951.76,232.04,0.63
2019-05-10 00:00:00.000,952.55,950.37,953.92,947.85,131.03,0.58
2019-05-09 00:00:00.000,947.01,950.66,953.66,944.91,181.4,-0.44
2019-05-08 00:00:00.000,951.22,950.1,953.88,947.86,143.3,-0.66
2019-05-07 00:00:00.000,957.56,961.31,965.61,955.42,145.34,-0.04
2019-05-06 00:00:00.000,957.97,964.37,964.89,955.41,155.65,-1.66
2019-05-03 00:00:00.000,974.14,976.77,977.13,971.75,148.57,-0.45
2019-05-02 00:00:00.000,978.5,978.81,979.93,975.51,152.16,-0.12
2019-04-26 00:00:00.000,979.64,972.86,979.64,970.73,118.54,0.57
2019-04-25 00:00:00.000,974.13,976.46,976.46,971.92,149.12,-0.29
2019-04-24 00:00:00.000,976.92,969.66,978.71,969.66,134.07,0.92
2019-04-23 00:00:00.000,968.0,964.84,970.98,964.35,154.89,0.22
2019-04-22 00:00:00.000,965.86,963.78,966.69,959.33,216.34,-0.04
2019-04-19 00:00:00.000,966.21,968.27,971.73,965.46,106.98,0.41
2019-04-18 00:00:00.000,962.3,969.5,973.73,962.05,160.39,-1.01
2019-04-17 00:00:00.000,972.1,977.17,980.71,972.1,186.72,-0.52
2019-04-16 00:00:00.000,977.17,970.87,978.53,963.06,150.02,-0.58
2019-04-12 00:00:00.000,982.9,984.66,984.69,980.26,153.83,-0.31
2019-04-11 00:00:00.000,985.95,984.46,985.95,981.06,129.48,0.41
2019-04-10 00:00:00.000,981.91,984.79,987.27,976.83,159.91,-0.66
2019-04-09 00:00:00.000,988.48,999.89,1000.02,987.82,165.18,-0.91
2019-04-08 00:00:00.000,997.56,989.26,997.56,989.26,163.69,0.84
2019-04-05 00:00:00.000,989.26,986.91,990.38,986.39,189.29,0.24
2019-04-04 00:00:00.000,986.91,987.47,989.08,982.94,165.31,0.25
2019-04-03 00:00:00.000,984.46,984.74,985.26,980.3,216.94,-0.14
2019-04-02 00:00:00.000,985.81,994.87,996.41,985.48,236.02,-0.28
2019-04-01 00:00:00.000,988.53,980.76,988.53,980.76,188.62,0.79
2019-03-29 00:00:00.000,980.76,985.35,988.24,980.76,173.91,-0.23
2019-03-28 00:00:00.000,982.98,973.44,983.18,972.6,217.07,0.72
2019-03-27 00:00:00.000,975.91,976.67,979.32,972.25,159.94,0.63
2019-03-26 00:00:00.000,969.79,970.07,978.99,966.9,175.42,-0.03
2019-03-25 00:00:00.000,970.07,976.53,976.53,964.76,245.78,-1.89
2019-03-22 00:00:00.000,988.71,984.9,990.07,981.3,206.93,0.71
2019-03-21 00:00:00.000,981.78,1005.12,1006.37,981.78,200.03,-2.05
2019-03-20 00:00:00.000,1002.3,1002.86,1003.25,992.02,300.09,-0.43
2019-03-19 00:00:00.000,1006.59,1013.75,1014.51,1004.22,236.59,-0.52
2019-03-18 00:00:00.000,1011.86,1004.12,1013.29,1004.12,230.55,0.77
2019-03-15 00:00:00.000,1004.12,1008.44,1008.44,1001.1,250.28,-0.43
2019-03-14 00:00:00.000,1008.44,1006.37,1011.39,1002.09,224.54,0.3
2019-03-13 00:00:00.000,1005.41,1003.75,1009.77,1003.01,229.38,0.41
2019-03-12 00:00:00.000,1001.32,991.14,1001.32,990.46,208.19,1.7
2019-03-11 00:00:00.000,984.6,982.94,987.11,981.34,178.66,-0.07
2019-03-08 00:00:00.000,985.25,987.89,991.98,984.48,202.51,-0.88
2019-03-07 00:00:00.000,994.03,995.65,1004.55,994.03,210.7,-0.05
2019-03-06 00:00:00.000,994.49,993.01,994.49,985.51,250.93,0.21
2019-03-05 00:00:00.000,992.45,990.08,1000.25,987.92,297.44,-0.15
2019-03-04 00:00:00.000,993.99,983.5,994.46,983.33,235.64,1.47
2019-03-01 00:00:00.000,979.63,971.05,980.82,970.54,170.04,1.47
2019-02-28 00:00:00.000,965.47,989.84,990.25,965.47,224.81,-2.5
2019-02-27 00:00:00.000,990.27,989.61,994.46,988.09,258.93,0.33
2019-02-26 00:00:00.000,987.06,991.63,996.44,979.24,251.65,-0.74
2019-02-25 00:00:00.000,994.43,996.06,999.9,992.72,227.74,0.56
2019-02-22 00:00:00.000,988.91,983.99,993.16,982.86,215.63,0.14
2019-02-21 00:00:00.000,987.57,972.82,987.57,970.31,178.58,1.75
2019-02-20 00:00:00.000,970.58,963.29,972.75,963.29,170.88,0.65
2019-02-19 00:00:00.000,964.35,962.84,971.92,962.81,231.96,0.32
2019-02-18 00:00:00.000,961.3,954.85,961.3,953.32,194.65,1.09
2019-02-15 00:00:00.000,950.89,951.9,955.4,948.26,160.69,-0.15
2019-02-14 00:00:00.000,952.34,946.54,953.66,945.99,181.06,0.75
2019-02-13 00:00:00.000,945.25,937.61,945.25,937.34,215.28,0.82
2019-02-12 00:00:00.000,937.54,930.37,938.64,926.98,188.42,1.24
2019-02-11 00:00:00.000,926.1,916.21,926.1,916.07,124.64,1.92
2019-02-01 00:00:00.000,908.67,911.98,912.81,907.52,140.8,-0.22
2019-01-31 00:00:00.000,910.65,919.12,920.36,910.38,138.05,-0.57
2019-01-30 00:00:00.000,915.84,914.08,917.8,913.48,139.4,-0.01
2019-01-29 00:00:00.000,915.93,913.67,915.93,907.09,121.44,0.41
2019-01-28 00:00:00.000,912.18,912.53,913.43,908.9,133.32,0.36
2019-01-25 00:00:00.000,908.88,908.86,911.59,907.96,117.59,0.01
2019-01-24 00:00:00.000,908.79,908.56,910.59,906.59,110.29,0.07
2019-01-23 00:00:00.000,908.18,905.73,910.12,905.12,129.14,0.18
2019-01-22 00:00:00.000,906.55,912.73,913.37,906.55,152.16,-0.49
2019-01-21 00:00:00.000,911.05,905.25,911.74,903.09,165.63,0.97
2019-01-18 00:00:00.000,902.3,902.7,906.35,900.64,140.75,0.05
2019-01-17 00:00:00.000,901.89,908.48,909.06,901.89,133.89,-0.75
2019-01-16 00:00:00.000,908.7,911.32,912.48,906.39,164.29,-0.11
2019-01-15 00:00:00.000,909.68,901.21,909.68,898.92,127.19,0.87
2019-01-14 00:00:00.000,901.8,903.83,903.83,897.18,143.85,-0.1
2019-01-11 00:00:00.000,902.71,899.1,904.37,899.1,131.41,0.49
2019-01-10 00:00:00.000,898.3,897.85,899.47,895.17,130.59,0.15
2019-01-09 00:00:00.000,896.99,890.26,897.25,888.61,160.51,1.08
2019-01-08 00:00:00.000,887.44,891.37,891.87,883.67,112.83,-0.25
2019-01-07 00:00:00.000,889.64,890.47,896.63,885.3,127.55,0.99
2019-01-04 00:00:00.000,880.9,872.69,881.48,861.85,136.57,0.31
2019-01-03 00:00:00.000,878.22,889.78,892.21,872.12,156.58,-1.52
2019-01-02 00:00:00.000,891.75,900.1,900.1,891.1,111.52,-0.09
2018-12-28 00:00:00.000,892.54,903.79,903.79,892.54,175.94,-0.92
2018-12-27 00:00:00.000,900.81,904.8,906.63,900.81,151.69,1.02
2018-12-26 00:00:00.000,891.75,896.63,899.49,890.86,139.07,-0.69
2018-12-25 00:00:00.000,897.94,893.71,897.94,882.17,250.43,-1.17
2018-12-24 00:00:00.000,908.56,910.86,916.41,908.56,158.97,-0.41
2018-12-21 00:00:00.000,912.26,911.57,915.02,907.88,199.11,-0.65
2018-12-20 00:00:00.000,918.24,915.5,921.79,914.18,146.89,-0.11
2018-12-19 00:00:00.000,919.24,926.35,927.03,914.55,186.09,-0.86
2018-12-18 00:00:00.000,927.25,933.65,933.65,917.03,175.72,-0.69
2018-12-17 00:00:00.000,933.65,948.09,948.09,933.65,255.17,-1.93
2018-12-14 00:00:00.000,952.04,958.78,960.09,951.04,200.32,-0.85
2018-12-13 00:00:00.000,960.25,961.28,966.83,960.1,171.86,-0.11
2018-12-12 00:00:00.000,961.28,956.32,961.28,956.0,222.07,0.7
2018-12-11 00:00:00.000,954.58,955.93,957.97,949.34,180.82,-0.14
2018-12-10 00:00:00.000,955.89,955.06,958.25,951.5,213.52,-0.28
2018-12-07 00:00:00.000,958.59,956.49,962.39,955.96,190.46,0.39
2018-12-06 00:00:00.000,954.82,957.14,959.59,948.44,179.14,-0.24
2018-12-05 00:00:00.000,957.14,950.34,960.87,946.97,212.46,-0.18
2018-12-04 00:00:00.000,958.84,952.97,960.44,950.89,227.42,0.76
2018-12-03 00:00:00.000,951.59,937.7,951.59,937.1,209.83,2.7
2018-11-30 00:00:00.000,926.54,924.49,928.92,921.08,158.59,-0.03
2018-11-29 00:00:00.000,926.79,934.88,937.75,926.79,131.82,-0.37
2018-11-28 00:00:00.000,930.2,923.12,930.2,922.03,136.36,0.77
2018-11-27 00:00:00.000,923.12,925.12,930.37,921.26,152.64,0.23
2018-11-26 00:00:00.000,921.03,915.67,921.96,914.43,118.73,0.33
2018-11-23 00:00:00.000,917.97,923.91,925.84,916.87,137.97,-0.7
2018-11-22 00:00:00.000,924.42,924.93,926.15,922.02,155.62,0.2
2018-11-21 00:00:00.000,922.56,909.83,922.56,907.47,152.76,0.39
2018-11-20 00:00:00.000,919.02,909.76,919.02,909.76,159.14,0.32
2018-11-19 00:00:00.000,916.06,902.65,916.06,900.61,149.94,1.99
2018-11-16 00:00:00.000,898.19,901.44,903.21,894.14,160.63,0.12
2018-11-15 00:00:00.000,897.15,901.13,903.83,892.5,166.09,-0.42
2018-11-14 00:00:00.000,900.93,904.16,910.58,898.83,142.27,-0.49
2018-11-13 00:00:00.000,905.38,904.35,910.2,903.48,170.03,-1.39
2018-11-12 00:00:00.000,918.12,909.36,918.99,903.95,125.02,0.42
2018-11-09 00:00:00.000,914.29,921.11,925.31,914.29,149.09,-1.29
2018-11-08 00:00:00.000,926.28,928.69,932.86,925.54,145.78,0.45
2018-11-07 00:00:00.000,922.16,922.03,924.6,915.41,143.11,0.01
2018-11-06 00:00:00.000,922.05,931.0,931.27,921.93,139.12,-0.38
2018-11-05 00:00:00.000,925.53,920.87,925.53,915.77,136.55,0.07
2018-11-02 00:00:00.000,924.86,911.35,927.62,910.4,222.36,1.86
2018-11-01 00:00:00.000,907.96,915.52,918.84,905.73,182.19,-0.74
2018-10-31 00:00:00.000,914.76,894.23,914.76,894.23,216.19,2.93
2018-10-30 00:00:00.000,888.69,881.32,894.8,880.85,133.32,-0.01
2018-10-29 00:00:00.000,888.82,895.05,897.84,884.92,139.99,-1.33
2018-10-26 00:00:00.000,900.82,918.11,918.16,900.82,157.34,-1.03
2018-10-25 00:00:00.000,910.17,902.59,912.07,885.34,177.77,-1.36
2018-10-24 00:00:00.000,922.73,935.25,939.06,922.73,149.35,-1.8
2018-10-23 00:00:00.000,939.68,950.12,950.42,925.29,202.94,-1.45
2018-10-22 00:00:00.000,953.51,958.36,963.79,953.51,147.53,-0.51
2018-10-19 00:00:00.000,958.36,949.94,959.63,945.83,153.57,-0.53
2018-10-18 00:00:00.000,963.47,968.93,970.75,962.68,145.46,-0.84
2018-10-17 00:00:00.000,971.6,973.14,975.27,969.06,152.27,0.85
2018-10-16 00:00:00.000,963.37,950.36,963.69,950.36,149.13,1.23
2018-10-15 00:00:00.000,951.64,968.8,969.36,951.64,144.31,-1.9
2018-10-12 00:00:00.000,970.08,939.2,970.08,933.35,228.89,2.56
2018-10-11 00:00:00.000,945.89,972.21,972.21,938.83,353.53,-4.84
2018-10-10 00:00:00.000,993.96,998.66,999.62,991.22,191.36,-0.22
2018-10-09 00:00:00.000,996.19,998.7,1001.87,996.19,202.59,0.01
2018-10-08 00:00:00.000,996.12,1003.31,1006.13,996.12,205.52,-1.22
2018-10-05 00:00:00.000,1008.39,1020.21,1020.77,1008.39,294.15,-1.49
2018-10-04 00:00:00.000,1023.62,1024.68,1024.68,1020.4,196.62,0.32
2018-10-03 00:00:00.000,1020.4,1021.08,1024.59,1016.47,174.39,0.16
2018-10-02 00:00:00.000,1018.79,1014.26,1021.51,1013.11,358.39,0.58
2018-10-01 00:00:00.000,1012.88,1019.49,1023.87,1012.88,247.86,-0.42
2018-09-28 00:00:00.000,1017.13,1019.34,1020.84,1015.4,247.22,0.17
2018-09-27 00:00:00.000,1015.37,1012.57,1017.78,1010.49,207.78,0.57
2018-09-26 00:00:00.000,1009.61,1008.93,1014.86,1007.44,261.51,-0.11
2018-09-25 00:00:00.000,1010.74,1011.94,1014.53,1008.67,231.99,-0.05
2018-09-24 00:00:00.000,1011.29,1007.52,1011.29,1007.45,186.72,0.83
2018-09-21 00:00:00.000,1002.97,1006.25,1009.1,1000.39,302.45,-0.18
2018-09-20 00:00:00.000,1004.74,995.54,1004.74,995.54,204.56,0.92
2018-09-19 00:00:00.000,995.54,998.65,1001.83,994.5,244.42,0.21
2018-09-18 00:00:00.000,993.49,983.43,993.49,981.89,197.39,0.6
2018-09-17 00:00:00.000,987.61,990.65,993.83,987.02,164.61,-0.38
2018-09-14 00:00:00.000,991.34,987.95,995.55,987.95,178.48,0.34
2018-09-13 00:00:00.000,987.95,987.48,992.96,984.92,172.9,0.1
2018-09-12 00:00:00.000,987.01,990.0,994.83,987.01,184.15,0.2
2018-09-11 00:00:00.000,985.06,968.41,985.06,967.92,192.82,1.52
2018-09-10 00:00:00.000,970.34,969.74,974.59,968.19,190.67,0.15
2018-09-07 00:00:00.000,968.9,955.5,969.34,955.5,169.77,1.12
2018-09-06 00:00:00.000,958.19,968.37,970.84,957.99,160.38,-1.06
2018-09-05 00:00:00.000,968.44,975.05,978.78,964.8,181.15,-0.77
2018-09-04 00:00:00.000,975.94,990.79,992.18,975.94,185.94,-1.37
2018-08-31 00:00:00.000,989.54,998.55,1003.06,989.54,186.55,-0.85
2018-08-30 00:00:00.000,998.07,987.62,998.07,983.43,186.7,1.0
2018-08-29 00:00:00.000,988.17,995.05,995.05,987.47,176.89,-0.71
2018-08-28 00:00:00.000,995.19,991.92,995.29,989.81,176.27,0.33
2018-08-27 00:00:00.000,991.92,990.19,994.54,990.03,189.51,0.49
2018-08-24 00:00:00.000,987.05,985.49,989.21,982.88,180.07,-0.03
2018-08-23 00:00:00.000,987.36,984.12,989.45,982.48,146.85,0.53
2018-08-22 00:00:00.000,982.15,979.21,986.36,979.21,204.11,0.3
2018-08-21 00:00:00.000,979.21,968.46,979.21,968.45,200.58,0.99
2018-08-20 00:00:00.000,969.62,970.81,973.57,966.46,180.83,0.08
2018-08-17 00:00:00.000,968.88,971.4,975.52,968.88,151.07,0.48
2018-08-16 00:00:00.000,964.28,952.83,964.28,947.09,174.03,0.3
2018-08-15 00:00:00.000,961.37,980.45,982.0,961.37,188.94,-1.73
2018-08-14 00:00:00.000,978.27,979.66,981.42,974.47,177.3,0.02
2018-08-13 00:00:00.000,978.04,966.46,978.04,963.41,213.22,0.99
2018-08-10 00:00:00.000,968.47,962.03,968.47,955.04,185.25,0.52
2018-08-09 00:00:00.000,963.5,968.57,972.52,963.5,167.64,-0.29
2018-08-08 00:00:00.000,966.27,958.31,966.27,958.31,155.17,0.99
2018-08-07 00:00:00.000,956.79,957.7,962.02,953.71,162.14,-0.36
2018-08-06 00:00:00.000,960.23,960.12,962.99,955.42,229.66,0.07
2018-08-03 00:00:00.000,959.6,957.92,966.1,955.13,197.53,0.63
2018-08-02 00:00:00.000,953.55,952.75,953.55,942.39,212.46,0.08
2018-08-01 00:00:00.000,952.77,957.35,960.05,949.89,202.12,-0.38
2018-07-31 00:00:00.000,956.39,948.56,959.07,947.32,242.4,0.7
2018-07-30 00:00:00.000,949.73,940.76,949.73,937.69,193.34,1.52
2018-07-27 00:00:00.000,935.52,931.9,937.23,928.82,179.26,0.58
2018-07-26 00:00:00.000,930.16,928.96,930.32,920.99,195.48,0.28
2018-07-25 00:00:00.000,927.58,936.57,938.33,927.58,232.72,-0.7
2018-07-24 00:00:00.000,934.08,933.22,939.07,926.3,203.9,-0.28
2018-07-23 00:00:00.000,936.74,931.52,949.14,930.25,208.56,0.36
2018-07-20 00:00:00.000,933.39,938.83,941.94,930.26,204.0,-1.12
2018-07-19 00:00:00.000,943.97,942.39,947.07,939.58,199.21,0.17
2018-07-18 00:00:00.000,942.39,926.14,942.39,926.14,223.94,2.29
2018-07-17 00:00:00.000,921.27,905.32,921.27,902.02,155.86,1.12
2018-07-16 00:00:00.000,911.11,914.22,917.63,905.27,136.24,0.15
2018-07-13 00:00:00.000,909.72,904.8,912.53,899.94,140.42,1.25
2018-07-12 00:00:00.000,898.51,891.21,905.72,884.75,113.78,0.6
2018-07-11 00:00:00.000,893.16,898.08,900.16,885.09,158.65,-1.97
2018-07-10 00:00:00.000,911.12,919.44,921.96,911.12,118.44,-0.44
2018-07-09 00:00:00.000,915.12,922.72,929.5,915.12,119.91,-0.26
2018-07-06 00:00:00.000,917.51,891.16,921.75,884.99,159.16,2.01
2018-07-05 00:00:00.000,899.4,914.48,921.85,892.67,143.0,-1.7
2018-07-04 00:00:00.000,914.99,904.34,914.99,890.83,128.08,0.99
2018-07-03 00:00:00.000,906.01,945.87,946.16,906.01,180.7,-4.34
2018-07-02 00:00:00.000,947.15,955.18,956.78,932.66,168.21,-1.42
2018-06-29 00:00:00.000,960.78,955.64,962.93,950.48,146.41,0.36
2018-06-28 00:00:00.000,957.35,964.76,976.12,954.46,159.07,-1.19
2018-06-27 00:00:00.000,968.91,981.44,984.46,968.91,179.45,-1.44
2018-06-26 00:00:00.000,983.02,977.78,983.78,970.75,165.38,-0.76
2018-06-25 00:00:00.000,990.52,997.34,997.34,988.98,142.09,0.75
2018-06-22 00:00:00.000,983.17,963.89,983.57,959.91,132.36,1.42
2018-06-21 00:00:00.000,969.4,979.57,979.57,966.28,117.05,-1.18
2018-06-20 00:00:00.000,980.95,957.37,980.95,955.61,154.07,1.95
2018-06-19 00:00:00.000,962.16,972.38,972.62,941.57,250.99,-2.55
2018-06-18 00:00:00.000,987.34,1016.51,1018.98,986.88,181.39,-2.87
2018-06-15 00:00:00.000,1016.51,1012.71,1018.95,1006.75,165.43,0.08
2018-06-14 00:00:00.000,1015.72,1030.53,1033.46,1015.72,166.57,-1.44
2018-06-13 00:00:00.000,1030.53,1017.93,1030.53,1017.93,116.06,0.96
2018-06-12 00:00:00.000,1020.76,1033.55,1033.55,1005.1,212.48,-1.76
2018-06-11 00:00:00.000,1039.02,1033.55,1045.6,1029.19,185.55,0.0
2018-06-08 00:00:00.000,1039.01,1032.59,1039.07,1026.94,148.15,0.22
2018-06-07 00:00:00.000,1036.69,1038.93,1043.71,1030.79,173.15,0.21
2018-06-06 00:00:00.000,1034.5,1020.97,1034.5,1012.98,162.08,1.15
2018-06-05 00:00:00.000,1022.74,1013.59,1025.26,1011.59,212.46,0.88
2018-06-04 00:00:00.000,1013.78,994.48,1013.78,992.01,166.09,2.11
2018-06-01 00:00:00.000,992.87,973.67,995.06,973.56,204.09,2.23
2018-05-31 00:00:00.000,971.25,947.96,975.51,945.29,182.04,2.4
2018-05-30 00:00:00.000,948.5,953.41,953.41,932.26,146.25,-0.39
2018-05-29 00:00:00.000,952.18,925.89,958.96,916.0,183.99,2.19
2018-05-28 00:00:00.000,931.75,938.86,951.34,927.47,219.29,-3.34
2018-05-25 00:00:00.000,963.9,981.47,987.56,963.9,150.25,-2.23
2018-05-24 00:00:00.000,985.92,992.24,995.82,974.14,129.29,-0.31
2018-05-23 00:00:00.000,988.94,974.8,995.25,965.92,182.16,0.31
2018-05-22 00:00:00.000,985.91,1006.18,1015.97,976.73,180.49,-2.86
2018-05-21 00:00:00.000,1014.98,1043.82,1043.82,1014.98,123.09,-2.46
2018-05-18 00:00:00.000,1040.54,1033.33,1040.84,1013.57,408.22,0.96
2018-05-17 00:00:00.000,1030.64,1055.21,1057.84,1030.64,129.62,-2.27
2018-05-16 00:00:00.000,1054.62,1073.5,1073.5,1052.18,150.05,-1.76
2018-05-15 00:00:00.000,1073.5,1072.25,1084.2,1071.02,158.35,0.61
2018-05-14 00:00:00.000,1066.98,1051.69,1066.98,1042.31,137.94,2.12
2018-05-11 00:00:00.000,1044.85,1026.34,1044.85,1014.3,134.82,1.55
2018-05-10 00:00:00.000,1028.87,1058.22,1059.34,1025.75,204.94,-2.66
2018-05-09 00:00:00.000,1056.97,1058.33,1069.8,1051.79,161.33,-0.33
2018-05-08 00:00:00.000,1060.45,1061.12,1072.28,1057.24,170.06,-0.17
2018-05-07 00:00:00.000,1062.26,1034.64,1062.26,1028.79,155.13,3.45
2018-05-04 00:00:00.000,1026.8,1032.12,1037.02,1022.1,163.07,0.03
2018-05-03 00:00:00.000,1026.46,1018.47,1027.38,1003.79,203.56,-0.25
2018-05-02 00:00:00.000,1029.08,1053.26,1053.52,1024.75,183.26,-2.02
2018-04-27 00:00:00.000,1050.26,1037.36,1054.94,1031.89,191.6,0.52
2018-04-26 00:00:00.000,1044.86,1082.52,1082.52,1039.35,208.48,-3.32
2018-04-24 00:00:00.000,1080.74,1064.86,1084.89,1048.68,186.61,0.37
2018-04-23 00:00:00.000,1076.78,1124.33,1127.24,1076.78,217.97,-3.85
2018-04-20 00:00:00.000,1119.86,1095.84,1119.86,1078.01,214.65,2.3
2018-04-19 00:00:00.000,1094.63,1137.99,1137.99,1094.63,204.01,-3.86
2018-04-18 00:00:00.000,1138.53,1153.28,1160.32,1138.42,172.11,-1.28
2018-04-17 00:00:00.000,1153.28,1149.02,1156.7,1139.33,175.76,0.42
2018-04-16 00:00:00.000,1148.49,1156.54,1159.45,1141.81,196.99,-0.75
2018-04-13 00:00:00.000,1157.14,1178.57,1181.52,1153.93,196.13,-1.35
2018-04-12 00:00:00.000,1173.02,1162.48,1173.02,1153.64,179.99,0.51
2018-04-11 00:00:00.000,1167.11,1201.51,1202.46,1167.11,286.08,-2.59
2018-04-10 00:00:00.000,1198.12,1207.62,1211.34,1192.22,286.73,-0.52
2018-04-09 00:00:00.000,1204.33,1202.44,1207.45,1197.44,251.45,0.36
2018-04-06 00:00:00.000,1199.96,1194.15,1202.59,1194.15,252.06,0.57
2018-04-05 00:00:00.000,1193.17,1197.76,1199.15,1186.75,241.19,0.14
2018-04-04 00:00:00.000,1191.54,1194.26,1200.71,1189.46,238.69,0.27
2018-04-03 00:00:00.000,1188.29,1197.0,1199.93,1185.83,255.24,-0.7
2018-04-02 00:00:00.000,1196.61,1180.26,1196.61,1179.73,245.76,1.89
2018-03-30 00:00:00.000,1174.46,1169.29,1175.36,1158.49,204.9,0.64
2018-03-29 00:00:00.000,1167.03,1174.73,1176.45,1164.12,185.25,-0.44
2018-03-28 00:00:00.000,1172.24,1168.87,1179.18,1165.71,208.55,0.04
2018-03-27 00:00:00.000,1171.73,1187.42,1187.42,1169.58,237.76,0.04
2018-03-26 00:00:00.000,1171.22,1150.51,1176.95,1150.51,211.7,1.53
2018-03-23 00:00:00.000,1153.59,1154.25,1157.2,1138.53,261.96,-1.6
2018-03-22 00:00:00.000,1172.36,1175.22,1180.44,1169.48,233.32,0.26
2018-03-21 00:00:00.000,1169.36,1166.51,1172.31,1163.91,237.68,0.86
2018-03-20 00:00:00.000,1159.39,1154.48,1166.33,1154.48,214.04,0.01
